position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
62,4182,2005,Bolivia,Gold,,"Cangalli Prospect, Santa Cruz Department",Mine,"15. 32' 00""","67. 58' 00"".",-15.533,-67.967,,"S,U","Golden Eagle International Inc. (private: 100%)",,,Active,150,kg/yr,.,850
63,4183,2005,Bolivia,Gold,,"La Paz Department",Mine,"16. 30' 00""","68. 09' 00""",-16.5,-68.15,,NA,"Grupo Minero La Roca S.A. (private: 100%)",,,Active,200,kg/yr,.,850
64,4184,2005,Bolivia,Gold,,"Tipuani, Guanay, Mapiri, Huayta, Kaka and Teoponte Rivers, La Paz Department",Mine,"15. 29' 00""","67. 53' 00"".",-15.483,-67.883,,NA,"Mining Cooperatives (private: 100%)",,,Active,4350,kg/yr,.,850
65,4185,2005,Bolivia,"Gold and silver bullion",,"Kori Chaca open-pit mine and Kori Kollo leaching plant, near City of Oruro","Mine, Plant","17. 59' 00"".","067. 09' 00""",-17.983,-67.15,,S,"Empresa Minera Inti Raymi S.A. (Newmont Mining Corporation: 88%, EMUSA: 12%)",,,Active,"3,200 (gold)",kg/yr,.,850
66,4186,2005,Bolivia,"Lead, silver, and zinc",,"Bol.var Mine, Cerro Bonete, Sur L.pez Province, Potos. Department",Mine,"21. 41' 00""","66. 38' 00"".",-21.683,-66.633,,U,"Compa.a Minera del Sur S.A. (COMSUR), (Glencore International AG: 100%)",,,Active,"15,000 (lead",t/yr,"In 2006, the name COMSUR changed to Sinchi Wayra S.A.",850
67,4187,2005,Bolivia,"Lead, silver, and zinc",,"Asientos and Monserrate mines in Cochabamba Department",Mine,"17. 56' 00""","65. 19' 00""",-17.933,-65.317,,NA,"Empresa Minera La Soluci.n S.A. (Apogee Minerals Ltd.: 51%, other private: 49%)",,,Active,"610 (lead) ,",t/yr,.,850
68,4188,2005,Bolivia,"Lead, silver, and zinc",,"Cerro Rico Mine and in the areas surrounding the San Crist.bal Mine (under construction), Potos. Department",Mine,"21. 07' 00""","67. 12' 00"".",-21.117,-67.2,,U,"Small mining operations and cooperatives (private: 100%)",,,"Under construction","4,700 (lead)",t/yr,.,850
69,4189,2005,Bolivia,"Lead, silver, and zinc- metal",,"Karachipampa lead-silver smelter, and zinc refinery, Potos. Department (Inactive since completion in 1984)","Refinery, Smelter","21. 55' 00"".","67. 35' 00"".",-21.917,-67.583,,,"Empresa Metal.rgica de Karachipampa [Atlas Minerals Inc. (65%), Corporaci.n Minera de Bolivia (35%)].",,,Inactive,"30,000 (lead",t/yr,.,850
70,4190,2005,Bolivia,"Natural gas and petroleum: crude",,"La Vertiente, Escondido and Taiguati fields, La Vertiente Block; Los Suris field and block- Santa Cruz Department","Block, Field","17. 48' 00""","63. 10' 00"".",-17.8,-63.167,,,"BG Group plc.",,,Active,"630 (natural","million cubic meters/yr (gas), thousand 42-g",.,850
71,4191,2005,Bolivia,"Natural gas and petroleum: crude",,"Los Sauces Field, Santa Cruz Department",Field,"17. 10' 00""","62. 50' 00"".",-17.167,-62.833,,,"Empresa Petrolera Andina, S.A. (Repsol YPF, S.A.: 50%, Previsi.n and Futuro Pension Funds: 24.46% each, other Bolivian Pension Funds: 1.08%), (Empresa Petrolera Andina, S.A.: 50%, Petr.leo Brasileiro S.A.: 35%, Total S.A.: 15%)",,,Active,"2,700 (natur","million cubic meters/yr (gas), thousand 42-g","combined production for positions 71-75",850
72,4192,2005,Bolivia,"Natural gas and petroleum: crude",,"R.o Grande Field, Santa Cruz Department",Field,"18. 31' 00""","63. 34' 00"".",-18.517,-63.567,,,"Empresa Petrolera Andina, S.A. (Repsol YPF, S.A.: 50%, Previsi.n and Futuro Pension Funds: 24.46% each, other Bolivian Pension Funds: 1.08%), (Empresa Petrolera Andina, S.A.: 50%, Petr.leo Brasileiro S.A.: 35%, Total S.A.: 15%)",,,Active,"2,700 (natur","million cubic meters/yr (gas), thousand 42-g","combined production for positions 71-75",850
73,4193,2005,Bolivia,"Natural gas and petroleum: crude",,"Sirari Field, Santa Cruz Department",Field,"21. 31' 00""","64. 45' 00"".",-21.517,-64.75,,,"Empresa Petrolera Andina, S.A. (Repsol YPF, S.A.: 50%, Previsi.n and Futuro Pension Funds: 24.46% each, other Bolivian Pension Funds: 1.08%), (Empresa Petrolera Andina, S.A.: 50%, Petr.leo Brasileiro S.A.: 35%, Total S.A.: 15%)",,,Active,"2,700 (natur","million cubic meters/yr (gas), thousand 42-g","combined production for positions 71-75",850
74,4194,2005,Bolivia,"Natural gas and petroleum: crude",,"V.bora Field, Santa Cruz Department",Field,"18. 31' 00""","63. 34' 00"".",-18.517,-63.567,,,"Empresa Petrolera Andina, S.A. (Repsol YPF, S.A.: 50%, Previsi.n and Futuro Pension Funds: 24.46% each, other Bolivian Pension Funds: 1.08%), (Empresa Petrolera Andina, S.A.: 50%, Petr.leo Brasileiro S.A.: 35%, Total S.A.: 15%)",,,Active,"2,700 (natur","million cubic meters/yr (gas), thousand 42-g","combined production for positions 71-75",850
75,4195,2005,Bolivia,"Natural gas and petroleum: crude",,"Yapacan. Field, Santa Cruz Department",Field,"17. 58' 00""","64. 02' 00""",-17.967,-64.033,,,"Empresa Petrolera Andina, S.A. (Repsol YPF, S.A.: 50%, Previsi.n and Futuro Pension Funds: 24.46% each, other Bolivian Pension Funds: 1.08%), (Empresa Petrolera Andina, S.A.: 50%, Petr.leo Brasileiro S.A.: 35%, Total S.A.: 15%)",,,Active,"2,700 (natur","million cubic meters/yr (gas), thousand 42-g","combined production for positions 71-75",850
76,4196,2005,Bolivia,"Natural gas and petroleum: crude",,"Bulo Bulo, Carrasco and Kanata Fields, on the border of Cochabamba and Santa Cruz Departments",Field,"17. 11' 00""","64. 21' 00"".",-17.183,-64.35,,,"Empresa Petrolera Chaco S.A. (Pan American Energy LLC- BP p.l.c.: 60%, BRIDAS Corporation: 40%- Empresa Petrolera Chaco S.A.: 50%, BBVA and Futuro de Bolivia pension funds: 50%)",,,Active,"2,200 (natur","million cubic meters/yr (gas), thousand 42-g","combined production for positions 76-77",850
77,4197,2005,Bolivia,"Natural gas and petroleum: crude",,"Vuelta Grande Field, Chuquisaca Department",Field,"20. 55' 34"".","63. 22' 48"".",-20.926,-63.38,,,"Empresa Petrolera Chaco S.A. (Pan American Energy LLC- BP p.l.c.: 60%, BRIDAS Corporation: 40%- Empresa Petrolera Chaco S.A.: 50%, BBVA and Futuro de Bolivia pension funds: 50%)",,,Active,"2,200 (natur","million cubic meters/yr (gas), thousand 42-g","combined production for positions 76-77",850
78,4198,2005,Bolivia,"Natural gas and petroleum: crude",,"S.balo Field, San Antonio Block; San Alberto Field and Block, Tarija Department","Block, Field","21. 43' 51"".","63. 51' 22"".",-21.731,-63.856,,,"Petr.leo Brasileiro S.A. (Petrobras)(Brazilian Government: 32.2%, private: 67.8%), (Empresa Petrolera Andina S.A.: 50%, Petr.leo Brasileiro S.A.: 35%, Total S.A.: 15%)",,,Active,"7,200 (natur","million cubic meters/yr (gas), thousand 42-g",.,850
79,4199,2005,Bolivia,"Natural gas and petroleum: crude",,"Margarita Field, Caipipendi Block, Tarija Department","Block, Field","21. 15' 31"".","63. 23' 27"".",-21.259,-63.391,,,"Repsol YPF, S.A. (BG Group plc.: 37.5%, Repsol YPF, S.A.: 37.5%, Pan American Energy LLC: 25%)",,,Active,"1,300 (natur","million cubic meters/yr (gas), thousand 42-g","combined production for positions 79-80",850
80,4200,2005,Bolivia,"Natural gas and petroleum: crude",,"Paloma Field, Mamor. Block, Cochabamba Department","Block, Field","17. 37' 00""","65. 17' 00""",-17.617,-65.283,,,"Repsol YPF, S.A. (BG Group plc.: 37.5%, Repsol YPF, S.A.: 37.5%, Pan American Energy LLC: 25%)",,,Active,"1,300 (natur","million cubic meters/yr (gas), thousand 42-g","combined production for positions 79-80",850
81,4201,2005,Bolivia,"Refined tin, tin-lead alloys, lead, refined bismuth, and silver",,"City of Vinto, Oruro Department","Refinery, Smelter","17. 58' 00""","67. 04' 00""",-17.967,-67.067,,,"Complejo Matalurgica Vinto S.A. (Compania Minera Colquiri S.A.: 100%)",,,Active,"12,000 (tin)","t/yr, kg/yr (silver)",.,850
82,4202,2005,Bolivia,Silver,,"Candelaria and other mines, Cerro Rico deposit, and in areas immediately surrounding the San Bartolom. Mine, Potos. Department",Mine,"21. 41' 00""","66. 16' 00"".",-21.683,-66.267,,S,"Small mining operations and cooperatives (private: 100%)",,,Active,220,t/yr,"the San Bartolom.  Mine is under construction",850
83,4203,2005,Bolivia,Tin,,"Huanuni Mine, Dalence Province, Oruro Department",Mine,"18. 22' 00""","66. 45' 00""",-18.367,-66.75,,S,"Corporaci.n Minera de Bolivia (COMIBOL) (government: 100%)",,,Active,3000,t/yr,.,850
84,4204,2005,Bolivia,Tin,,"Caracoles Mine, Inquisivi Province, La Paz Department",Mine,"16. 59' 00""","67. 24' 00""",-16.983,-67.4,,S,"Empresa Minera Barrosquira Ltda. (private: 100%)",,,Active,500,t/yr,.,850
85,4205,2005,Bolivia,Tin,,"Caracoles, Huanuni, Viloco, and other current or former COMIBOL mines in Oruro, Potos., and La Paz Departments",Mine,"16. 57' 00""","67. 33' 00""",-16.95,-67.55,,NA,"Small mining operations and cooperatives (private: 100%)",,,Active,11100,t/yr,.,850
86,4206,2005,Bolivia,"Tin and zinc",,"Colquiri tin and zinc mine, Inquisivi Province, La Paz Department",Mine,"17. 25' 00""","67. 08' 00""",-17.417,-67.133,,U,"Compa.a Minera Colquiri S.A. (COMSUR S.A.: 51%, Actis Capital LLP: 49%)",,,Active,"3,000 (tin)",t/yr,.,850
87,4207,2005,Bolivia,"Tin: refined",,"City of Oruro, Oruro Department",Plant,"17. 59' 00""","67. 09' 00""",-17.983,-67.15,,,"Fundesta.o de Oruro S.A. (EMUSA: 100%)",,,Active,3000,t/yr,.,850
88,4208,2005,Bolivia,"Tungsten content",,"Bolsa Negra, Enramada, and Reconquistada Mines in Sud Yungas Province; Chambilaya and Chicote Grande Mines in Inquisivi Province; Mercedes, San",Mine,"16. 24' 00""","67. 46' 00""",-16.4,-67.767,,NA,"Small mining operations and cooperatives (private: 100%)",,,Active,580,t/yr,.,850
89,4209,2005,Brazil,Aluminum,,"Bel.m Par. State",Smelter,"1. 27' 00"" S","48. 29' 00""",-1.45,-48.483,,,"Albras-Alum.nio Brasileiro S.A. (Albras) (Companhia Vale do Rio Doce: 51%, Nippon Amazon Aluminio Co.: 49%)",,,Active,"440 (metal)","thousand t/yr","combined production for positions 89-90",850
90,4210,2005,Brazil,Aluminum,,"Vila do Conde, Par. State",Smelter,"1. 33' 00"" S","48. 45' 00""",-1.55,-48.75,,,"Albras-Alum.nio Brasileiro S.A. (Albras) (Companhia Vale do Rio Doce: 51%, Nippon Amazon Aluminio Co.: 49%)",,,Active,"440 (metal)","thousand t/yr","combined production for positions 89-90",850
91,4211,2005,Brazil,Aluminum,,"Saramenha, Minas Gerais State","Refinery, Smelter","20. 24' 36""","43. 30' 00""",-20.41,-43.5,,,"Alcan Alum.nio do Brasil S.A. (Alcan Aluminum Ltd.: 100%)",,,Active,"100 (metal)","thousand t/yr",.,850
92,4212,2005,Brazil,Aluminum,,"Saramenha, Minas Gerais State","Refinery, Smelter","20. 24' 36""","43. 30' 00""",-20.41,-43.5,,,"Alcan Alum.nio do Brasil S.A. (Alcan Aluminum Ltd.: 100%)",,,Active,"150 (alumina","thousand t/yr",.,850
93,4213,2005,Brazil,Aluminum,,"Po.os de Caldas, Minas Gerais State",Mine,"21. 48' 00""","46. 34' 00""",-21.8,-46.567,,S,"Alcan Alum.nio Po.os de Caldas (Alucaldas) (Alcan Alum.nio do Brasil S.A.: 100%)",,,Active,"1,000 (bauxi","thousand t/yr",.,850
94,4214,2005,Brazil,Aluminum,,"Laminina.o de Pindamonhangaba, S.o Paulo State",Smelter,"22. 55' 00""","45. 28' 00""",-22.917,-45.467,,,"Alcan Empreendimentos Ltda. (Alcan Alum.nio do Brasil S.A.: 100%)",,,Active,"280 (metal)","thousand t/yr",.,850
95,4215,2005,Brazil,Aluminum,,"Po.os de Caldas, Minas Gerais State",Mine,"21. 48' 00""","46. 34' 00""",-21.8,-46.567,,S,"Alcoa Alum.nio S.A. [Aluminum Co. of America (Alcoa): 54%, BHP Billiton: 36%, Alcan: 10%]",,,Active,"400 (bauxite","thousand t/yr",.,850
96,4216,2005,Brazil,Aluminum,,"S.o Luiz, Maranh.o State",Refinery,"2. 31' 00"" S","44. 16' 00""",-2.517,-44.267,,,"Alcoa Alum.nio S.A. [Aluminum Co. of America (Alcoa): 54%, BHP Billiton: 36%, Alcan: 10%]",,,Active,"550 (alumina","thousand t/yr",.,850
97,4217,2005,Brazil,Aluminum,,"S.o Luiz, Maranh.o State",Smelter,"2. 31' 00"" S","44. 16' 00""",-2.517,-44.267,,,"Alcoa Alum.nio S.A. [Aluminum Co. of America (Alcoa): 54%, BHP Billiton: 36%, Alcan: 10%]",,,Active,"239 (metal)","thousand t/yr",.,850
98,4218,2005,Brazil,Aluminum,,"Juriti bauxite mine, Par. State",Mine,"2. 10' 00"" S","56. 04' 00""",-2.167,-56.067,,S,"Alumar Consortium S.A. (Alcoa Alum.nio S.A.: 100%)",,,Active,"4,000 (bauxi","thousand t/yr",.,850
99,4219,2005,Brazil,Aluminum,,"S.o Luis, Maranh.o State",Smelter,"2. 21' 00"" S","44. 16' 00""",-2.517,-44.267,,,"Alumar Consortium S.A. (Alcoa: 53.66%, BHP Billiton: 46.34%)",,,Active,"1,000 (metal","thousand t/yr",.,850
100,4220,2005,Brazil,Aluminum,,"S.o Luis, Maranh.o State",Refinery,"2. 31' 00"" S","44. 16' 00""",-2.517,-44.267,,,"Alumar Consortium S.A. (Alcoa: 54%, BHP Billiton: 36%, Alcan: 10%)",,,Active,"2,000 (alumi","thousand t/yr",.,850
101,4221,2005,Brazil,Aluminum,,"Aratu, Bahia State",Smelter,"12. 49' 00""","38. 27' 00""",-12.817,-38.45,,,"Alum.nio do Brasil Nordeste S.A. (Alcan Aluminum Ltd.: 100%)",,,Active,"120 (metal)","thousand t/yr",.,850
102,4222,2005,Brazil,Aluminum,,"Barcarena, Par. State",Refinery,"1. 30' 00"" S","48. 40' 00""",-1.5,-48.667,,,"Alum.nio do Norte do Brasil S.A. (Alunorte) (private: 100%)",,,Active,"2,400 (alumi","thousand t/yr",.,850
103,4223,2005,Brazil,Aluminum,,"Santa Cruz, Rio de Janeiro State",Smelter,"22. 55' 31"".","43. 41' 17"".",-22.925,-43.688,,,"Aluvale (CVRD: 54.5%, Billiton Metais S.A.: 45.5%)",,,Active,"93 (metal)","thousand t/yr",.,850
104,4224,2005,Brazil,Aluminum,,"Po.os de Caldas, Minas Gerais State",Mine,"21. 48' 00""","46. 34' 00""",-21.8,-46.567,,S,"Companhia Brasileira de Alum.nio (CBA) (private: 100%)",,,Active,"1,000 (bauxi","thousand t/yr",.,850
105,4225,2005,Brazil,Aluminum,,"Sorocaba, S.o Paulo State",Refinery,"23. 29' 00""","47. 27' 00""",-23.483,-47.45,,,"Companhia Brasileira de Alum.nio (CBA) (private: 100%)",,,Active,"500 (alumina","thousand t/yr",.,850
106,4226,2005,Brazil,Aluminum,,"Sorocaba, S.o Paulo State",Smelter,"23. 29' 00""","47. 27' 00""",-23.483,-47.45,,,"Companhia Brasileira de Alum.nio (CBA) (private: 100%)",,,Active,"340 (metal)","thousand t/yr",.,850
107,4227,2005,Brazil,Aluminum,,"Po.os de Caldas, Minas Gerais State",Refinery,"21. 48' 00""","46. 34' 00""",-21.8,-46.567,,,"Companhia Geral do Minas (Aluminum Co. of America: 79%, others: 21%)",,,Active,"275 (alumina","thousand t/yr",.,850
108,4228,2005,Brazil,Aluminum,,"Po.os de Caldas, Minas Gerais State",Smelter,"21. 48' 00""","46. 34' 00""",-21.8,-46.567,,,"Companhia Geral do Minas (Aluminum Co. of America: 79%, others: 21%)",,,Active,"95 (metal)","thousand t/yr",.,850
109,4229,2005,Brazil,Aluminum,,"Jabuti, Par. State",Mine,"4. 08' 00"".S","58. 38' 00"".",-4.133,-58.633,,S,"Consortium Paragominas S.A. (CVRD: 48.7%, MRN: 24.6%, Nippon Amazon Aluminum Co.: 12.2%, CBA: 5.7%, others: 8.8%)",,,Active,"4,500 (bauxi","thousand t/yr",.,850
110,4230,2005,Brazil,Aluminum,,"Jabuti, Par. State (alumina)",Mine,"4. 08' 00"".S","58. 38' 00"".",-4.133,-58.633,,S,"Consortium Paragominas S.A. (CVRD: 48.7%, MRN: 24.6%, Nippon Amazon Aluminum Co.: 12.2%, CBA: 5.7%, others: 8.8%)",,,Active,"1,200 (alumi","thousand t/yr",.,850
111,4231,2005,Brazil,Aluminum,,"Oriximina, Par. State",Mine,"1. 45' 55"" S","55. 51' 50""",-1.765,-55.864,,S,"Minera.o Rio do Norte S.A. (MRN) (CVRD: 40%, Billiton plc: 14.8%, Alcoa: 13.2%, Alcan Empreendi-mentos Ltda.: 12%, CBA, 10%: Norsk Hydro Comercio e Industria: 5%, Reynolds Aluminio do Brasil: 5%)",,,Active,"14,500 (baux","thousand t/yr",.,850
112,4232,2005,Brazil,Aluminum,,"Papagalo, Par. State",Mine,"5. 32' 00"" S","49. 06' 00""",-5.533,-49.1,,S,"Minera.o Rio do Norte S.A. (MRN) (CVRD: 40%, Billiton plc: 14.8%, Alcoa: 13.2%, Alcan Empreendi-mentos Ltda.: 12%, CBA, 10%: Norsk Hydro Comercio e Industria: 5%, Reynolds Aluminio do Brasil: 5%)",,,Active,"2,000 (bauxi","thousand t/yr",.,850
113,4233,2005,Brazil,Aluminum,,"Trombetas, Par. State",Mine,"1. 53' 11"".S","55. 37' 40"".",-1.886,-55.628,,S,"Minera.o Rio do Norte S.A. (MRN) (CVRD: 40%, Billiton plc: 14.8%, Alcoa: 13.2%, Alcan Empreendi-mentos Ltda.: 12%, CBA, 10%: Norsk Hydro Comercio e Industria: 5%, Reynolds Aluminio do Brasil: 5%)",,,Active,"2,000 (bauxi","thousand t/yr",.,850
114,4234,2005,Brazil,Aluminum,,"Sorocaba, S.o Paulo State",Smelter,"23. 29' 00"".","47. 27' 00"".",-23.483,-47.45,,,"Reynolds Internacional do Brasil (Reynolds: 42.5%, Bradesco Bank: 42.5%, J.P. Morgan: 15%)",,,Active,"5.4 million","thousand t/yr",.,850
115,4235,2005,Brazil,Aluminum,,"Santa Cruz, Rio de Janeiro State",Smelter,"22. 55' 31"".","43. 41' 17"".",-22.925,-43.688,,,"Vale do Sul Alum.nio S.A. (Aluvale) (government: 27%, private: 25%, Shell do Brasil S.A.: 44%)",,,Active,"86 (metal)","thousand t/yr",.,850
116,4236,2005,Brazil,Asbestos,,"Cana Brava Goi.s State",Mine,"12. 54' 03"".","46. 45' 57"".",-12.901,-46.766,,S,"Sociedade An.nima Minera.o de Amianto (private: 100%)",,,Active,"9,000 (ore)","thousand t/yr",.,850
117,4237,2005,Brazil,Asbestos,,"Cana Brava Goi.s State (beneficiation plant)",Plant,"22. 55' 31"".","43. 41' 17"".",-22.925,-43.688,,,"Sociedade An.nima Minera.o de Amianto (private: 100%)",,,Active,"230 (concent","thousand t/yr",.,850
118,4238,2005,Brazil,Cement,,"Ijac., Minas Gerais State",Plant,"21. 10' 00""","44. 56' 00""",-21.167,-44.933,,,"Camargo Correia Cimientos S.A. (CCSA) (private: 100%)",,,Active,1600,"thousand t/yr",.,850
119,4239,2005,Brazil,Cement,,"Itapevi and Salto de Pirapora, S.o Paulo State (two plants)",Plant,"23. 33' 00""","46. 56' 00""",-23.55,-46.933,,,"Cimento Santa Rita S.A. (CSSA) (CSSA: 50%, Holder Cimento S.A.: 50%)",,,Active,2200,"thousand t/yr","combined production for 2 plants",850
120,4240,2005,Brazil,Cement,,"Itau de Minas, Minas Gerais State (three plants)",Plant,"20. 43' 00""","46. 45' 00""",-20.717,-46.75,,,"Companhia Cimento Portland Itau (Grupo Votarantin: 100%)",,,Active,2400,"thousand t/yr","combined production for 3 plants",850
121,4241,2005,Brazil,Cement,,"States of Espirito Santo, Goi.s, Minas Gerais, and Rio de Janeiro (five plants)",Plant,"21. 35' 00""","44. 28' 00""",-21.583,-44.467,,,"Companhia de Cimento Portland Paraiso (CCPP) (CCPP: 50%, Lafarge Group: 50%)",,,Active,4000,"thousand t/yr","combined production for 5 plants",850
122,4242,2005,Brazil,Cement,,"Rio Branco do Sul, Paran. State (two plants)",Plant,"25. 10' 00""","49. 18' 00""",-25.167,-49.3,,,"Companhia de Cimento Portland Rio Branco (Grupo Vontarantin: 100%)",,,Active,5000,"thousand t/yr","combined production for 2 plants",850
123,4243,2005,Brazil,Chromite,,"Campo Formosa, Bahia State",Mine,"15. 01' 00"".","41. 07' 00"".",-15.017,-41.117,,S,"Coitezeirio Minera.o S.A. (COMISA) (private: 75.4%, Bayer do Brasil S.A.: 24.6%)",,,Active,"50 (ore)","thousand t/yr",.,850
124,4244,2005,Brazil,Chromite,,"Campo Formoso, Bahia State",Mine,"11. 19' 00"".","42. 01' 00"".",-11.317,-42.017,,S,"Companhia Ferro Ligas da Bahia (FERBASA) (private: 100%)",,,Active,"370 (ore)","thousand t/yr",.,850
125,4245,2005,Brazil,Chromite,,"Campo Formoso, Bahia State (beneficiation plant)",Plant,"11. 19' 00"".","42. 01' 00"".",-11.317,-42.017,,,"Companhia Ferro Ligas da Bahia (FERBASA) (private: 100%)",,,Active,"292 (concent","thousand t/yr",.,850
126,4246,2005,Brazil,Coal,,"Circi.ma, Santa Catarina State (two mines)",Mine,"28. 42' 00""","49. 22' 00""",-28.7,-49.367,,U,"Carbon.fera Circi.ma S.A. (CCSA) (private: 100%)",,,Active,1600,"thousand t/yr","combined production for 2 mines",850
127,4247,2005,Brazil,Coal,,"Circi.ma, Santa Catarina State (three mines)",Mine,"28. 42' 00""","49. 22' 00""",-28.7,-49.367,,S,"Companhia Carbon.fera Metropolitana S.A. (private: 100%)",,,Active,1200,"thousand t/yr","combined production for 3 mines",850
128,4248,2005,Brazil,Coal,,"Circi.ma, Santa Catarina State (two mines)",Mine,"28. 42' 00""","49. 22' 00""",-28.7,-49.367,,S,"Companhia Riograndense de Minera.o S.A. (private: 100%)",,,Active,2600,"thousand t/yr","combined production for 2 mines",850
129,4249,2005,Brazil,Coal,,"Arroio dos Ratos Rio, Grande do Sul State (four mines)",Mine,"30. 05' 00""","51. 43' 00""",-30.083,-51.717,,S,"Copelmi Minera.o Ltda. (COPELMI) (private: 100%)",,,Active,4600,"thousand t/yr","combined production for 4 mines",850
130,4250,2005,Brazil,Columbium,,"Arax., Minas Gerais State",Mine,"19. 35' 00""","46. 55' 00""",-19.583,-46.917,,S,"Companhia Brasileira de Metalurgia e Minera.o (Grupo Moreira Sales S.A.: 55%, Molycorp, Inc.: 45%)",,,Active,"120 (ore)","thousand t/yr",.,850
131,4251,2005,Brazil,Columbium,,"Arax., Minas Gerais State (beneficiation plant)",Plant,"19. 35' 00""","46. 55' 00""",-19.583,-46.917,,S,"Companhia Brasileira de Metalurgia e Minera.o (Grupo Moreira Sales S.A.: 55%, Molycorp, Inc.: 45%)",,,Active,"60 (pyrochlo","thousand t/yr",.,850
132,4252,2005,Brazil,Columbium,,"Ouvidor, Goi.s State (mines)",Mine,"18. 14' 00"".","47. 50' 00"".",-18.233,-47.833,,S,"Minera.o Catal.o de Goi.s Ltda. (MCGL) (Bozzano Simosen S.A.: 68.5%, and Anglo American plc: 31.5%)",,,Active,"70 (ore)","thousand t/yr",.,850
133,4253,2005,Brazil,Columbium,,"Ouvidor, Goi.s State (plants)",Plant,"18. 14' 00"".","47. 50' 00"".",-18.233,-47.833,,,"Minera.o Catal.o de Goi.s Ltda. (MCGL) (Bozzano Simosen S.A.: 68.5%, and Anglo American plc: 31.5%)",,,Active,"24 (pyrochlo","thousand t/yr",.,850
134,4254,2005,Brazil,Copper,,"Cama.ari, Bahia State",Refinery,"12. 41' 00""","38. 19' 00""",-12.683,-38.333,,,"Cara.ba Metais S/A (CMSA) (private: 100%).",,,Active,"220 (metal)","thousand t/yr",.,850
135,4255,2005,Brazil,Copper,,"Jaguari, Bahia State",Mine,"10. 17' 00""","40. 12' 00""",-10.267,-40.2,,U,"Minera.o Cara.ba S/A (Grupo PARANAPANEMA: 100%)",,,Active,"130 (ore)","thousand t/yr",.,850
136,4256,2005,Brazil,Copper,,"Jaguari, Bahia State (beneficiation plant)",Plant,"10. 16' 00""","40. 12' 00""",-10.267,-40.2,,,"Minera.o Cara.ba S/A (Grupo PARANAPANEMA: 100%)",,,Active,"90 (concentr","thousand t/yr",.,850
137,4257,2005,Brazil,Diamond,,"Diamantina, Minas Gerais State",Mine,"18. 15' 00""","43. 36' 00""",-18.25,-43.6,,S,"Minera.o Tejucana S.A.",,,Active,100,"thousand t/yr",.,850
138,4258,2005,Brazil,Ferroalloys,,"Santos Dumont, Minas Gerais State",Plant,"21. 28' 00""","43. 34. 00""",-21.467,-43.567,,,"Companhia Brasileira Carbureto de Calcio (private: 100%)",,,Active,54,"thousand t/yr",.,850
139,4259,2005,Brazil,Ferroalloys,,"Pojuca, Bahia State",Plant,"12.25'.51"".","38.19' 40"".",-12.431,-38.328,,,"Companhia Ferro-Ligas da Bahia S.A. (FERBASA: 100%)",,,Active,194,"thousand t/yr",.,850
140,4260,2005,Brazil,Ferroalloys,,"Pirapora, Minas Gerais State",Plant,"17. 21' 00""","44. 56' 00""",-17.35,-44.933,,,"Companhia Ferro-Ligas Minas Gerais (MINASLIGAS: 100%)",,,Active,58,"thousand t/yr",.,850
141,4261,2005,Brazil,Ferroalloys,,"Barbacena, Minas Gerais State",Plant,"21. 14' 00""","43. 46' 00""",-21.233,-43.767,,,"Companhia Paulista de Ferro-Ligas (CPF) (private: 100%)",,,Active,326,"thousand t/yr",.,850
142,4262,2005,Brazil,Ferroalloys,,"Braganca Paulista, S.o Paulo State (two plants)",Plant,"22. 57' 00""","46. 34' 00""",-22.95,-46.567,,,"Italmagnesio S.A. Ind.stria e Comercio (ISAIC) (private: 100%)",,,Active,63,"thousand t/yr","combined production for 2 plants",850
143,4263,2005,Brazil,Ferroalloys,,"Nova Era, Minas Gerais State",Plant,"19. 45' 00""","43. 03' 00""",-19.75,-43.05,,,"Nova Era Silicon S.A. (CVRD: 49%, Mitsubishi Corp.: 25.5%, Kawasaki Steel Corp.: 25.5%)",,,Active,48,"thousand t/yr",.,850
144,4264,2005,Brazil,Ferroalloys,,"Marab., Par. State",Plant,"5. 21' 00"" S","49. 07' 00""",-5.35,-49.117,,,"Prometal Produtos Metal.rgicos S.A.: 60%, Elkem A/S: 40%)",,,Active,500,"thousand t/yr",.,850
145,4265,2005,Brazil,Ferroalloys,,"Bahia, Mato Grosso do Sul, Minas Gerais States (six plants of ferromanganese)",Plant,"19. 35' 00""","50. 56' 00""",-19.583,-50.933,,,"Rio Doce Mangan.s S.A. (Companhia Vale do Rio Doce: 100%)",,,Active,600,"thousand t/yr","combined production for 6 plants",850
146,4266,2005,Brazil,Fluorspar,,"Cerro Azul, Paran. State (two mines)",Mine,"24. 50' 00""","49. 15' 00""",-24.833,-49.25,,S,"Minera.o Nossa Senhora do Carmo Ltda. (private: 100%)",,,Active,"180 (ore)","thousand t/yr","combined production for 2 mines",850
147,4267,2005,Brazil,Fluorspar,,"Morro da Fuma.a, Santa Catarina State",Mine,"28. 40' 00""","49. 12' 00""",-28.667,-49.2,,S,"Minera.o Santa Catarina Ltda. (MSCL) (private: 100%)",,,Active,"100 (ore), 1","thousand t/yr","combined production for positions 147-150",850
